ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR(Click-Through Rate) (%),CPC (Cost per Click),Conversion Rate (%),Cost per Conversion,ROI (%),CTR,CTR,CPC,CPC (Cost per Click),CPA,CPA,ConversionRate,Conversion Rate ,Revenue,Revenue,ROI,ROI
779631,19/08/2017,19/08/2017,936,116063,35-39,F,16,19,18,9730,1,1.379999995,1,0,,,,,,0.000102775,,1.379999995,,1.379999995,,1,,0,,-1,
779644,19/08/2017,19/08/2017,936,116065,30-34,F,16,20,20,51816,8,10.2299999,2,1,,,,,,0.000154392,,1.278749988,,5.11499995,,0.25,,50,,3.887585581,
779645,22/08/2017,22/08/2017,936,116065,30-34,F,16,21,20,27289,3,4.429999828,1,0,,,,,,0.000109934,,1.476666609,,4.429999828,,0.333333333,,0,,-1,
779715,22/08/2017,22/08/2017,936,116077,30-34,F,29,32,33,20409,4,3.829999924,1,0,,,,,,0.000195992,,0.957499981,,3.829999924,,0.25,,0,,-1,
779716,22/08/2017,22/08/2017,936,116077,30-34,F,29,32,34,8044,1,1.110000014,1,0,,,,,,0.000124316,,1.110000014,,1.110000014,,1,,0,,-1,
779738,22/08/2017,22/08/2017,936,116081,30-34,F,28,32,33,15645,4,5.349999905,1,0,,,,,,0.000255673,,1.337499976,,5.349999905,,0.25,,0,,-1,
779778,22/08/2017,22/08/2017,936,116087,30-34,F,31,37,34,2466,0,0,2,2,,,,,,0,,0,,0,,2,,100,,100,
779789,22/08/2017,22/08/2017,936,116089,45-49,M,10,14,13,11611,3,3.950000048,1,1,,,,,,0.000258376,,1.316666683,,3.950000048,,0.333333333,,50,,11.65822769,
779824,22/08/2017,22/08/2017,936,116095,45-49,M,7,13,9,9375,3,4.019999981,1,0,,,,,,0.00032,,1.339999994,,4.019999981,,0.333333333,,0,,-1,
779871,22/08/2017,22/08/2017,936,116103,30-34,F,32,37,34,4402,1,1.330000043,1,1,,,,,,0.000227169,,1.330000043,,1.330000043,,1,,50,,36.59398375,
779918,22/08/2017,22/08/2017,936,116111,30-34,F,18,23,24,8469,2,3.089999914,1,0,,,,,,0.000236155,,1.544999957,,3.089999914,,0.5,,0,,-1,
779922,22/08/2017,22/08/2017,936,116111,30-34,F,18,22,24,5823,1,1.419999957,1,1,,,,,,0.000171733,,1.419999957,,1.419999957,,1,,50,,34.21126867,
779944,21/08/2017,21/08/2017,936,116115,35-39,M,10,13,16,2549,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
779979,21/08/2017,21/08/2017,936,116121,35-39,M,16,17,21,25817,4,6.019999981,1,0,,,,,,0.000154937,,1.504999995,,6.019999981,,0.25,,0,,-1,
779995,21/08/2017,21/08/2017,936,116123,30-34,F,20,24,25,1961,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
780064,21/08/2017,21/08/2017,936,116135,30-34,F,22,24,25,2554,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
780104,21/08/2017,21/08/2017,936,116147,30-34,F,25,27,26,4971,1,1.230000019,1,1,,,,,,0.000201167,,1.230000019,,1.230000019,,1,,50,,39.65040588,
780199,22/08/2017,22/08/2017,936,116163,35-39,F,23,28,27,1030,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
780318,22/08/2017,22/08/2017,936,116183,45-49,F,29,32,31,162341,56,77.07999969,3,0,,,,,,0.000344953,,1.376428566,,25.69333323,,0.053571429,,0,,-1,
780323,21/08/2017,21/08/2017,936,116183,45-49,F,29,35,34,24542,7,9.329999924,1,0,,,,,,0.000285225,,1.332857132,,9.329999924,,0.142857143,,0,,-1,
780486,21/08/2017,21/08/2017,936,116216,30-34,F,65,69,71,2879,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
780498,22/08/2017,22/08/2017,936,116218,30-34,F,64,65,68,13621,3,4.090000033,1,0,,,,,,0.000220248,,1.363333344,,4.090000033,,0.333333333,,0,,-1,
780511,23/08/2017,23/08/2017,936,116220,30-34,F,63,65,66,6175,1,1.370000005,2,1,,,,,,0.000161943,,1.370000005,,0.685000003,,2,,50,,35.49635023,
780629,24/08/2017,24/08/2017,936,116240,30-34,F,28,34,34,2963,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
780653,24/08/2017,24/08/2017,936,116244,30-34,F,29,33,35,9076,1,1.379999995,1,1,,,,,,0.000110181,,1.379999995,,1.379999995,,1,,50,,35.23188419,
780655,24/08/2017,24/08/2017,936,116244,30-34,F,29,33,34,20941,4,5.909999967,1,1,,,,,,0.000191013,,1.477499992,,5.909999967,,0.25,,50,,7.460236934,
780666,24/08/2017,24/08/2017,936,116246,45-49,F,10,13,13,3462,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
780681,24/08/2017,24/08/2017,936,116248,30-34,F,26,29,29,4073,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
780700,18/08/2017,18/08/2017,936,116252,30-34,F,27,33,30,3745,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
780748,18/08/2017,18/08/2017,936,116265,30-34,F,24,26,28,830,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
780759,18/08/2017,18/08/2017,936,116267,45-49,F,18,24,22,2912,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
780760,24/08/2017,24/08/2017,936,116267,45-49,F,18,23,22,17167,5,6.910000086,1,0,,,,,,0.000291256,,1.382000017,,6.910000086,,0.2,,0,,-1,
780797,24/08/2017,24/08/2017,936,116273,30-34,F,22,25,25,24491,7,9.539999962,1,0,,,,,,0.000285819,,1.362857137,,9.539999962,,0.142857143,,0,,-1,
780799,23/08/2017,23/08/2017,936,116273,30-34,F,22,24,26,44699,13,17.30000037,2,0,,,,,,0.000290834,,1.330769259,,8.650000185,,0.153846154,,0,,-1,
780821,23/08/2017,23/08/2017,936,116277,30-34,F,23,24,25,6469,2,1.309999943,1,0,,,,,,0.000309167,,0.654999972,,1.309999943,,0.5,,0,,-1,
780830,23/08/2017,23/08/2017,936,116279,45-49,F,16,17,17,16053,3,4.079999924,1,1,,,,,,0.000186881,,1.359999975,,4.079999924,,0.333333333,,50,,11.25490219,
780835,23/08/2017,23/08/2017,936,116279,45-49,F,16,21,21,54724,12,17.92999995,1,1,,,,,,0.000219282,,1.494166662,,17.92999995,,0.083333333,,50,,1.788622428,
780867,23/08/2017,23/08/2017,936,116285,30-34,F,21,27,26,4706,1,1.220000029,1,0,,,,,,0.000212495,,1.220000029,,1.220000029,,1,,0,,-1,
780974,23/08/2017,23/08/2017,936,116303,40-44,F,32,38,36,8316,3,4.569999933,1,1,,,,,,0.00036075,,1.523333311,,4.569999933,,0.333333333,,50,,9.940919198,
781066,23/08/2017,23/08/2017,936,116323,40-44,F,22,26,25,5794,2,2.269999981,1,0,,,,,,0.000345185,,1.134999991,,2.269999981,,0.5,,0,,-1,
781114,23/08/2017,23/08/2017,936,116331,40-44,F,18,24,22,4813,1,1.029999971,1,0,,,,,,0.000207771,,1.029999971,,1.029999971,,1,,0,,-1,
781159,23/08/2017,23/08/2017,936,116339,40-44,F,10,15,11,85285,26,36.13000035,1,0,,,,,,0.00030486,,1.389615398,,36.13000035,,0.038461538,,0,,-1,
781162,21/08/2017,21/08/2017,936,116339,40-44,F,10,11,13,5839,1,1.370000005,1,0,,,,,,0.000171262,,1.370000005,,1.370000005,,1,,0,,-1,
781175,21/08/2017,21/08/2017,936,116341,40-44,F,15,16,21,5859,1,1.539999962,1,0,,,,,,0.000170678,,1.539999962,,1.539999962,,1,,0,,-1,
781187,18/08/2017,18/08/2017,936,116343,40-44,F,16,22,19,164118,41,59.06999993,1,0,,,,,,0.00024982,,1.440731706,,59.06999993,,0.024390244,,0,,-1,
781195,18/08/2017,18/08/2017,936,116345,35-39,F,63,67,69,18234,6,7.810000062,1,0,,,,,,0.000329056,,1.301666677,,7.810000062,,0.166666667,,0,,-1,
781207,18/08/2017,18/08/2017,936,116347,35-39,F,64,67,70,2755,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
781303,19/08/2017,19/08/2017,936,116363,35-39,F,27,29,30,73676,20,28.5,1,0,,,,,,0.000271459,,1.425,,28.5,,0.05,,0,,-1,
781305,19/08/2017,19/08/2017,936,116363,35-39,F,27,30,28,18421,7,10.07999992,1,0,,,,,,0.000380001,,1.439999989,,10.07999992,,0.142857143,,0,,-1,
781327,19/08/2017,19/08/2017,936,116367,35-39,F,29,35,35,164754,49,67.97999978,2,1,,,,,,0.000297413,,1.387346934,,33.98999989,,0.040816327,,50,,-0.264489553,
781353,19/08/2017,19/08/2017,936,116371,35-39,F,10,13,15,7449,1,1.639999986,1,1,,,,,,0.000134246,,1.639999986,,1.639999986,,1,,50,,29.48780514,
781354,19/08/2017,19/08/2017,936,116371,35-39,F,10,14,16,6424,1,0.529999971,1,0,,,,,,0.000155666,,0.529999971,,0.529999971,,1,,0,,-1,
781438,18/08/2017,18/08/2017,936,116385,30-34,M,63,65,68,2086,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
781470,18/08/2017,18/08/2017,936,116391,35-39,M,16,17,18,6016,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
781499,18/08/2017,18/08/2017,936,116395,35-39,M,15,21,20,6412,1,1.370000005,1,0,,,,,,0.000155958,,1.370000005,,1.370000005,,1,,0,,-1,
781508,24/08/2017,24/08/2017,936,116397,30-34,F,63,68,64,5040,1,1.440000057,1,0,,,,,,0.000198413,,1.440000057,,1.440000057,,1,,0,,-1,
781556,24/08/2017,24/08/2017,936,116405,30-34,F,32,37,36,1772,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
781559,18/08/2017,18/08/2017,936,116405,30-34,F,32,38,34,1783,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
781606,18/08/2017,18/08/2017,936,116413,35-39,M,20,21,24,8200,3,3.919999957,1,0,,,,,,0.000365854,,1.306666652,,3.919999957,,0.333333333,,0,,-1,
781690,18/08/2017,18/08/2017,936,116427,45-49,F,26,28,30,115896,38,49.44000006,1,0,,,,,,0.00032788,,1.301052633,,49.44000006,,0.026315789,,0,,-1,
781811,18/08/2017,18/08/2017,936,116447,35-39,F,16,17,22,10186,1,1.230000019,1,1,,,,,,9.82E-05,,1.230000019,,1.230000019,,1,,50,,39.65040588,
781857,18/08/2017,18/08/2017,936,116455,30-34,M,20,21,24,9134,3,4.180000067,2,0,,,,,,0.000328443,,1.393333356,,2.090000034,,0.666666667,,0,,-1,
781858,18/08/2017,18/08/2017,936,116455,30-34,M,20,25,22,3385,1,1.440000057,1,1,,,,,,0.000295421,,1.440000057,,1.440000057,,1,,50,,33.72222085,
781907,19/08/2017,19/08/2017,936,116463,45-49,F,21,27,23,1314,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
781928,19/08/2017,19/08/2017,936,116467,30-34,M,18,21,22,2916,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
781929,20/08/2017,20/08/2017,936,116467,30-34,M,18,21,21,6142,1,1.330000043,1,0,,,,,,0.000162813,,1.330000043,,1.330000043,,1,,0,,-1,
781950,20/08/2017,20/08/2017,936,116471,30-34,F,20,26,21,1984,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
781999,20/08/2017,20/08/2017,936,116479,30-34,M,24,30,29,9142,3,3.749999881,1,0,,,,,,0.000328156,,1.24999996,,3.749999881,,0.333333333,,0,,-1,
782001,20/08/2017,20/08/2017,936,116479,30-34,M,24,30,28,5475,2,2.730000019,1,1,,,,,,0.000365297,,1.36500001,,2.730000019,,0.5,,50,,17.31501819,
782022,20/08/2017,20/08/2017,936,116483,30-34,F,18,24,20,8254,2,2.320000052,1,1,,,,,,0.000242307,,1.160000026,,2.320000052,,0.5,,50,,20.55172365,
782026,21/08/2017,21/08/2017,936,116483,30-34,F,18,24,20,5704,1,1.320000052,1,0,,,,,,0.000175316,,1.320000052,,1.320000052,,1,,0,,-1,
782130,21/08/2017,21/08/2017,936,116501,30-34,F,16,18,21,7301,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
782134,21/08/2017,21/08/2017,936,116501,30-34,F,16,19,21,37873,5,6.169999957,1,1,,,,,,0.00013202,,1.233999991,,6.169999957,,0.2,,50,,7.103727771,
782135,20/08/2017,20/08/2017,936,116501,30-34,F,16,20,17,25267,4,4.940000057,2,1,,,,,,0.000158309,,1.235000014,,2.470000029,,0.5,,50,,9.121457373,
782171,20/08/2017,20/08/2017,936,116507,30-34,F,30,31,32,535,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
782180,19/08/2017,19/08/2017,936,116509,30-34,M,29,34,30,3396,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
782219,19/08/2017,19/08/2017,936,116515,30-34,M,26,27,32,977,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
782228,19/08/2017,19/08/2017,936,116517,40-44,F,63,64,66,12318,5,6.340000153,1,1,,,,,,0.00040591,,1.268000031,,6.340000153,,0.2,,50,,6.886435141,
782242,19/08/2017,19/08/2017,936,116519,30-34,F,28,34,31,4783,1,0.860000014,1,0,,,,,,0.000209074,,0.860000014,,0.860000014,,1,,0,,-1,
782275,19/08/2017,19/08/2017,936,116525,30-34,F,29,31,30,6475,1,1.350000024,1,0,,,,,,0.00015444,,1.350000024,,1.350000024,,1,,0,,-1,
782337,20/08/2017,20/08/2017,936,116535,45-49,F,16,18,19,104578,29,39.25000095,1,1,,,,,,0.000277305,,1.353448309,,39.25000095,,0.034482759,,50,,0.273885319,
782407,20/08/2017,20/08/2017,936,116547,45-49,F,10,12,11,33664,11,12.51000035,1,0,,,,,,0.000326759,,1.137272759,,12.51000035,,0.090909091,,0,,-1,
782443,20/08/2017,20/08/2017,936,116553,40-44,F,20,25,24,979,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
782541,20/08/2017,20/08/2017,936,116569,40-44,F,28,29,30,7337,3,4.079999924,1,0,,,,,,0.000408886,,1.359999975,,4.079999924,,0.333333333,,0,,-1,
782587,18/08/2017,18/08/2017,936,116577,30-34,M,10,13,16,2499,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
782647,18/08/2017,18/08/2017,936,116587,40-44,F,27,33,30,11244,3,4.550000191,1,0,,,,,,0.000266809,,1.51666673,,4.550000191,,0.333333333,,0,,-1,
782658,23/08/2017,23/08/2017,936,116589,30-34,M,15,17,19,4827,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
782694,23/08/2017,23/08/2017,936,116595,35-39,F,29,31,35,29035,7,8.910000086,2,2,,,,,,0.000241088,,1.272857155,,4.455000043,,0.285714286,,100,,10.22334445,
782706,23/08/2017,23/08/2017,936,116597,35-39,F,30,32,32,761,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
782754,23/08/2017,23/08/2017,936,116605,35-39,F,26,31,32,6532,1,1.610000014,1,0,,,,,,0.000153092,,1.610000014,,1.610000014,,1,,0,,-1,
782815,23/08/2017,23/08/2017,936,116615,40-44,F,10,16,15,11537,3,4.300000191,1,0,,,,,,0.000260033,,1.433333397,,4.300000191,,0.333333333,,0,,-1,
782816,23/08/2017,23/08/2017,936,116615,40-44,F,10,13,11,12183,3,2.869999945,1,0,,,,,,0.000246245,,0.956666648,,2.869999945,,0.333333333,,0,,-1,
782862,23/08/2017,23/08/2017,936,116623,35-39,F,64,70,67,5912,1,1.559999943,1,1,,,,,,0.000169147,,1.559999943,,1.559999943,,1,,50,,31.05128322,
950068,23/08/2017,23/08/2017,936,123438,30-34,M,10,12,13,4012,1,1.570000052,1,0,,,,,,0.000249252,,1.570000052,,1.570000052,,1,,0,,-1,
950078,22/08/2017,22/08/2017,936,123440,30-34,M,16,22,17,12396,2,3.210000038,2,1,,,,,,0.000161342,,1.605000019,,1.605000019,,1,,50,,14.5763238,
950079,22/08/2017,22/08/2017,936,123440,30-34,M,16,20,22,3142,0,0,2,2,,,,,,0,,0,,0,,2,,100,,100,
950099,22/08/2017,22/08/2017,936,123443,30-34,M,18,23,23,1120,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950109,22/08/2017,22/08/2017,936,123445,30-34,M,20,24,22,343,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
950170,22/08/2017,22/08/2017,936,123455,30-34,M,15,19,16,1720,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
950179,22/08/2017,22/08/2017,936,123457,30-34,M,16,22,19,3423,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
950182,22/08/2017,22/08/2017,936,123457,30-34,M,16,20,19,3242,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950183,22/08/2017,22/08/2017,936,123457,30-34,M,16,22,19,15720,1,1.379999995,1,0,,,,,,6.36E-05,,1.379999995,,1.379999995,,1,,0,,-1,
950200,22/08/2017,22/08/2017,936,123460,30-34,M,10,13,15,1217,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
950224,22/08/2017,22/08/2017,936,123464,40-44,M,20,21,23,2367,2,2.839999914,1,1,,,,,,0.000844951,,1.419999957,,2.839999914,,0.5,,50,,16.60563434,
950326,22/08/2017,22/08/2017,936,123481,35-39,M,16,19,22,6607,1,1.320000052,2,0,,,,,,0.000151355,,1.320000052,,0.660000026,,2,,0,,-1,
950345,23/08/2017,23/08/2017,936,123484,30-34,M,64,66,65,616,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950452,23/08/2017,23/08/2017,936,123502,45-49,M,16,22,22,5537,1,1.519999981,1,0,,,,,,0.000180603,,1.519999981,,1.519999981,,1,,0,,-1,
950463,19/08/2017,19/08/2017,936,123504,45-49,M,15,19,18,818,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950495,19/08/2017,19/08/2017,936,123509,45-49,M,21,25,25,1909,1,0.980000019,1,0,,,,,,0.000523834,,0.980000019,,0.980000019,,1,,0,,-1,
950521,18/08/2017,18/08/2017,936,123514,30-34,M,21,27,25,351,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950531,19/08/2017,19/08/2017,936,123515,45-49,M,22,24,26,572,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950537,19/08/2017,19/08/2017,936,123516,40-44,M,36,41,40,1884,1,1.409999967,1,0,,,,,,0.000530786,,1.409999967,,1.409999967,,1,,0,,-1,
950550,19/08/2017,19/08/2017,936,123519,30-34,M,30,35,36,219,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950577,19/08/2017,19/08/2017,936,123523,30-34,M,32,38,34,540,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
950578,19/08/2017,19/08/2017,936,123523,30-34,M,32,37,37,550,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950595,18/08/2017,18/08/2017,936,123526,30-34,M,26,30,31,465,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950609,18/08/2017,18/08/2017,936,123528,30-34,M,29,31,35,1761,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
950629,23/08/2017,23/08/2017,936,123532,30-34,M,65,67,68,152,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
950631,23/08/2017,23/08/2017,936,123532,30-34,M,65,70,70,152,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
950649,23/08/2017,23/08/2017,936,123535,30-34,M,64,67,70,429,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950745,18/08/2017,18/08/2017,936,123551,30-34,M,29,32,31,1514,0,0,2,2,,,,,,0,,0,,0,,2,,100,,100,
950770,18/08/2017,18/08/2017,936,123555,30-34,M,28,31,30,7780,3,4.329999924,2,2,,,,,,0.000385604,,1.443333308,,2.164999962,,0.666666667,,100,,22.09468863,
950772,18/08/2017,18/08/2017,936,123556,35-39,M,28,30,33,460,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950773,18/08/2017,18/08/2017,936,123556,35-39,M,28,29,32,471,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950776,18/08/2017,18/08/2017,936,123556,35-39,M,28,29,32,2633,1,1.070000052,1,0,,,,,,0.000379795,,1.070000052,,1.070000052,,1,,0,,-1,
950787,18/08/2017,18/08/2017,936,123558,30-34,M,27,32,30,199,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950808,22/08/2017,22/08/2017,936,123562,35-39,M,32,33,38,398,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
950839,22/08/2017,22/08/2017,936,123567,30-34,M,24,29,25,246,0,0,2,2,,,,,,0,,0,,0,,2,,100,,100,
950878,19/08/2017,19/08/2017,936,123573,40-44,M,10,11,15,2967,1,1.5,1,1,,,,,,0.000337041,,1.5,,1.5,,1,,50,,32.33333333,
950969,19/08/2017,19/08/2017,936,123588,45-49,M,36,38,40,255,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951021,19/08/2017,19/08/2017,936,123597,30-34,F,7,13,9,457,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
951033,19/08/2017,19/08/2017,936,123599,30-34,F,10,13,13,5517,1,1.230000019,1,0,,,,,,0.000181258,,1.230000019,,1.230000019,,1,,0,,-1,
951035,19/08/2017,19/08/2017,936,123599,30-34,F,10,15,12,1539,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
951043,19/08/2017,19/08/2017,936,123601,30-34,F,16,22,17,3189,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951045,19/08/2017,19/08/2017,936,123601,30-34,F,16,20,21,3348,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951046,19/08/2017,19/08/2017,936,123601,30-34,F,16,18,17,20050,4,4.659999847,4,1,,,,,,0.000199501,,1.164999962,,1.164999962,,1,,50,,9.729614086,
951102,19/08/2017,19/08/2017,936,123611,45-49,M,16,18,19,2254,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951105,19/08/2017,19/08/2017,936,123611,45-49,M,16,20,21,5894,1,1.539999962,1,1,,,,,,0.000169664,,1.539999962,,1.539999962,,1,,50,,31.46753327,
951133,18/08/2017,18/08/2017,936,123616,35-39,M,16,21,19,9948,2,2.720000029,2,0,,,,,,0.000201045,,1.360000015,,1.360000015,,1,,0,,-1,
951202,18/08/2017,18/08/2017,936,123627,45-49,F,26,29,28,5307,3,4.289999962,2,1,,,,,,0.000565291,,1.429999987,,2.144999981,,0.666666667,,50,,10.65501176,
951225,18/08/2017,18/08/2017,936,123631,35-39,F,22,28,28,4621,2,3.25,1,1,,,,,,0.000432807,,1.625,,3.25,,0.5,,50,,14.38461538,
951270,18/08/2017,18/08/2017,936,123639,35-39,F,18,21,19,784,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
951282,18/08/2017,18/08/2017,936,123641,35-39,F,16,22,17,5775,1,1.580000043,1,1,,,,,,0.00017316,,1.580000043,,1.580000043,,1,,50,,30.64556876,
951285,19/08/2017,19/08/2017,936,123641,35-39,F,16,20,20,9297,2,2.619999886,2,1,,,,,,0.000215123,,1.309999943,,1.309999943,,1,,50,,18.0839703,
951294,19/08/2017,19/08/2017,936,123643,35-39,F,15,16,17,699,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951305,19/08/2017,19/08/2017,936,123644,35-39,F,10,12,13,1104,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951334,18/08/2017,18/08/2017,936,123649,30-34,F,64,70,69,3717,1,1.539999962,1,0,,,,,,0.000269034,,1.539999962,,1.539999962,,1,,0,,-1,
951391,19/08/2017,19/08/2017,936,123659,30-34,F,28,29,33,2879,1,1.590000033,2,2,,,,,,0.000347343,,1.590000033,,0.795000017,,2,,100,,61.89308046,
951392,20/08/2017,20/08/2017,936,123659,30-34,F,28,31,32,2749,1,1.389999986,1,0,,,,,,0.000363769,,1.389999986,,1.389999986,,1,,0,,-1,
951400,21/08/2017,21/08/2017,936,123660,45-49,F,10,12,15,24028,9,12.39000034,2,0,,,,,,0.000374563,,1.376666704,,6.19500017,,0.222222222,,0,,-1,
951402,21/08/2017,21/08/2017,936,123661,30-34,F,29,32,31,1118,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
951413,21/08/2017,21/08/2017,936,123662,30-34,F,26,29,27,1083,0,0,2,1,,,,,,0,,0,,0,,2,,50,,50,
951420,21/08/2017,21/08/2017,936,123664,30-34,F,27,33,32,843,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951444,21/08/2017,21/08/2017,936,123668,30-34,F,25,28,26,2983,1,0.970000029,1,0,,,,,,0.000335233,,0.970000029,,0.970000029,,1,,0,,-1,
951448,22/08/2017,22/08/2017,936,123668,30-34,F,25,30,28,696,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951462,21/08/2017,21/08/2017,936,123671,45-49,F,16,20,19,7589,2,3.150000095,1,1,,,,,,0.000263539,,1.575000048,,3.150000095,,0.5,,50,,14.87301539,
951464,21/08/2017,21/08/2017,936,123671,45-49,F,16,17,21,20997,10,11.94999981,1,0,,,,,,0.000476259,,1.194999981,,11.94999981,,0.1,,0,,-1,
951465,21/08/2017,21/08/2017,936,123671,45-49,F,16,18,17,4617,1,1.360000014,1,0,,,,,,0.000216591,,1.360000014,,1.360000014,,1,,0,,-1,
951498,21/08/2017,21/08/2017,936,123677,45-49,F,20,22,21,259,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951508,21/08/2017,21/08/2017,936,123678,30-34,F,18,21,22,1134,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951542,20/08/2017,20/08/2017,936,123684,40-44,F,27,32,28,357,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951607,20/08/2017,20/08/2017,936,123695,40-44,F,10,15,15,848,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
951608,20/08/2017,20/08/2017,936,123695,40-44,F,10,15,13,3149,1,1.480000019,1,0,,,,,,0.000317561,,1.480000019,,1.480000019,,1,,0,,-1,
951641,20/08/2017,20/08/2017,936,123700,40-44,F,2,4,7,87,0,0,1,1,,,,,,0,,0,,0,,1,,50,,50,
951677,20/08/2017,20/08/2017,936,123706,35-39,F,27,28,31,2563,1,1.480000019,1,0,,,,,,0.000390168,,1.480000019,,1.480000019,,1,,0,,-1,
951692,21/08/2017,21/08/2017,936,123709,35-39,F,10,15,14,1107,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951715,20/08/2017,20/08/2017,936,123713,45-49,F,64,65,65,10677,5,7.269999981,1,0,,,,,,0.000468296,,1.453999996,,7.269999981,,0.2,,0,,-1,
951756,20/08/2017,20/08/2017,936,123720,35-39,F,22,25,26,2189,1,0.409999996,1,0,,,,,,0.00045683,,0.409999996,,0.409999996,,1,,0,,-1,
951779,20/08/2017,20/08/2017,936,123723,45-49,F,27,32,29,3277,2,2.680000067,1,0,,,,,,0.000610314,,1.340000034,,2.680000067,,0.5,,0,,-1,
951782,24/08/2017,24/08/2017,936,123724,45-49,F,26,30,29,781,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951810,24/08/2017,24/08/2017,936,123729,35-39,F,16,17,22,2226,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
951812,29/08/2017,29/08/2017,936,123729,35-39,F,16,18,18,16274,4,6.079999924,2,0,,,,,,0.000245791,,1.519999981,,3.039999962,,0.5,,0,,-1,
951837,29/08/2017,29/08/2017,936,123733,45-49,F,20,23,23,2077,1,1.50999999,1,1,,,,,,0.000481464,,1.50999999,,1.50999999,,1,,50,,32.112583,
951853,29/08/2017,29/08/2017,936,123736,30-34,F,20,23,25,529,0,0,0,0,,,,,,0,,0,,0,,0,,0,,0,
951854,25/08/2017,25/08/2017,936,123736,30-34,F,20,26,25,487,0,0,1,0,,,,,,0,,0,,0,,1,,0,,0,
